,id,rec,loc,gen,sp,lat,lng,alt,type,q,length,bird-seen,file,en
223,710853,Antonio Xeira,"Dona Alice - Costa do Sol, Maputo",Cisticola,galactotes,-25.9061,32.6335,0,call,B,0:10,no,https://xeno-canto.org/710853/download,Rufous-winged Cisticola
224,452901,Antonio Xeira,"Dona Alice - Costa do Sol, Maputo",Cisticola,galactotes,-25.9061,32.6335,10,song,B,0:21,no,https://xeno-canto.org/452901/download,Rufous-winged Cisticola
225,704993,Antonio Xeira,"Hotel Cardoso, Maputo",Prinia,subflava,-25.9782,32.586,60,song,B,0:06,no,https://xeno-canto.org/704993/download,Tawny-flanked Prinia
226,444823,Antonio Xeira,"Dona Alice - Costa do Sol, Maputo",Prinia,subflava,-25.9061,32.6335,10,song,E,0:20,yes,https://xeno-canto.org/444823/download,Tawny-flanked Prinia
227,540575,Paweł Szymański,"Chitengo, Gorongosa, Sofala",Prinia,erythroptera,-18.979,34.355,40,song,A,0:42,yes,https://xeno-canto.org/540575/download,Red-winged Prinia
228,646282,Nature sounds by Simply Birding,"Nansua, Gurue, Zambezia Province",Apalis,lynesi,-15.3667,37.0333,1900,duet,A,0:24,yes,https://xeno-canto.org/646282/download,Namuli Apalis
229,201315,Niall Perrins,"Matutuíne District, Maputo",Apalis,ruddi,-26.2134,32.9386,40,call,B,1:06,yes,https://xeno-canto.org/201315/download,Rudd's Apalis
230,346114,David Moyer,"Mbatamila, Mecula, Niassa",Apalis,flavida,-12.1786,37.5475,600,"imitation, song",B,0:18,yes,https://xeno-canto.org/346114/download,Yellow-breasted Apalis
231,725709,Olivier Hamerlynck,"Miombo Woodland, Nkwichi Lodge, Aldeia Mala, Lago, Niassa",Apalis,flavida,-12.1985,34.7093,650,uncertain,C,1:09,unknown,https://xeno-canto.org/725709/download,Yellow-breasted Apalis
232,213613,Niall Perrins,Inhamitanga,Apalis,melanocephala,-18.1843,35.3724,180,call,B,0:47,yes,https://xeno-canto.org/213613/download,Black-headed Apalis
233,520131,Lynette Rudman,"Cheringoma, Sofala",Apalis,melanocephala,-18.224,35.2827,280,song,C,0:14,no,https://xeno-canto.org/520131/download,Black-headed Apalis
234,520130,Lynette Rudman,"Cheringoma, Sofala",Apalis,melanocephala,-18.22,35.2642,280,song,C,0:14,no,https://xeno-canto.org/520130/download,Black-headed Apalis
235,646273,Nature sounds by Simply Birding,"Goinha, Gorongosa, Sofala Province",Apalis,chirindensis,-18.8163,34.4959,20,duet,A,0:52,yes,https://xeno-canto.org/646273/download,Chirinda Apalis
236,761326,Antonio Xeira,"Ponta do Ouro, Matutuíne",Camaroptera,brachyura,-26.8452,32.8925,0,call,B,0:42,no,https://xeno-canto.org/761326/download,Green-backed Camaroptera
237,721734,Antonio Xeira,"Ponta do Ouro, Matutuíne",Camaroptera,brachyura,-26.8452,32.8925,0,call,B,0:42,no,https://xeno-canto.org/721734/download,Green-backed Camaroptera
